Restaurants and Other Eating Places,8438
"Museums, Historical Sites, and Similar Institutions",4497
Other Amusement and Recreation Industries,2336
Grocery Stores,878
"Sporting Goods, Hobby, and Musical Instrument Stores",703
Health and Personal Care Stores,614
Elementary and Secondary Schools,579
Gasoline Stations,577
Traveler Accommodation,556
Religious Organizations,499
Other Information Services,487
Child Day Care Services,481
Other Miscellaneous Store Retailers,458
Lessors of Real Estate,414
"Colleges, Universities, and Professional Schools",405
Offices of Physicians,318
Building Material and Supplies Dealers,278
"Office Supplies, Stationery, and Gift Stores",271
Clothing Stores,249
Used Merchandise Stores,248
Offices of Other Health Practitioners,211
Book Stores and News Dealers,206
General Medical and Surgical Hospitals,205
Drinking Places (Alcoholic Beverages),175
"General Merchandise Stores, including Warehouse Clubs and Supercenters",166
"Automotive Parts, Accessories, and Tire Stores",161
Florists,148
Personal Care Services,140
Automotive Repair and Maintenance,139
Electronics and Appliance Stores,132
Amusement Parks and Arcades,128
Automobile Dealers,127
Home Health Care Services,124
Specialty Food Stores,120
Other Motor Vehicle Dealers,105
Beverage Manufacturing,103
Building Equipment Contractors,99
Home Furnishings Stores,99
Offices of Dentists,90
Furniture Stores,88
Outpatient Care Centers,88
Depository Credit Intermediation,87
Department Stores,84
"Jewelry, Luggage, and Leather Goods Stores",76
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,75
"Beer, Wine, and Liquor Stores",71
Junior Colleges,66
Employment Services,64
Individual and Family Services,60
Motion Picture and Video Industries,48
Rail Transportation,46
Support Activities for Air Transportation,46
Medical and Diagnostic Laboratories,44
Automotive Equipment Rental and Leasing,44
"Justice, Public Order, and Safety Activities",41
Spectator Sports,40
Other Schools and Instruction,38
Shoe Stores,38
Postal Service,36
Other Personal Services,35
Services to Buildings and Dwellings,31
Printing and Related Support Activities,31
Personal and Household Goods Repair and Maintenance,30
Gambling Industries,28
Waste Treatment and Disposal,27
Drugs and Druggists' Sundries Merchant Wholesalers,27
Other Miscellaneous Manufacturing,22
Administration of Economic Programs,17
Bakeries and Tortilla Manufacturing,17
RV (Recreational Vehicle) Parks and Recreational Camps,17
"Agencies, Brokerages, and Other Insurance Related Activities",16
"Executive, Legislative, and Other General Government Support",16
"Machinery, Equipment, and Supplies Merchant Wholesalers",16
Wired and Wireless Telecommunications Carriers,15
Offices of Real Estate Agents and Brokers,12
Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,12
Other Financial Investment Activities,10
Taxi and Limousine Service,10
"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",7
Grocery and Related Product Merchant Wholesalers,7
Technical and Trade Schools,6
Couriers and Express Delivery Services,6
"Other Professional, Scientific, and Technical Services",5
Lumber and Other Construction Materials Merchant Wholesalers,5
Death Care Services,5
"Data Processing, Hosting, and Related Services",5
Clay Product and Refractory Manufacturing,5
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",5
