Restaurants and Other Eating Places,6873
"Museums, Historical Sites, and Similar Institutions",2698
Other Amusement and Recreation Industries,2228
Elementary and Secondary Schools,1525
Lessors of Real Estate,1410
Grocery Stores,1201
Gasoline Stations,1042
Health and Personal Care Stores,740
"Sporting Goods, Hobby, and Musical Instrument Stores",738
Child Day Care Services,716
Religious Organizations,595
Building Material and Supplies Dealers,462
"General Merchandise Stores, including Warehouse Clubs and Supercenters",414
Other Miscellaneous Store Retailers,406
Traveler Accommodation,342
Offices of Physicians,314
"Colleges, Universities, and Professional Schools",298
Department Stores,282
Electronics and Appliance Stores,267
"Automotive Parts, Accessories, and Tire Stores",203
Clothing Stores,193
Automobile Dealers,190
Used Merchandise Stores,188
Automotive Repair and Maintenance,179
Services to Buildings and Dwellings,177
"Office Supplies, Stationery, and Gift Stores",167
Book Stores and News Dealers,160
Offices of Other Health Practitioners,156
Florists,153
Offices of Dentists,148
Home Health Care Services,146
Depository Credit Intermediation,135
Spectator Sports,131
"Beer, Wine, and Liquor Stores",126
Other Information Services,125
Home Furnishings Stores,118
Furniture Stores,101
Other Schools and Instruction,101
"Other Professional, Scientific, and Technical Services",94
Medical and Diagnostic Laboratories,89
Personal Care Services,76
Specialty Food Stores,76
General Medical and Surgical Hospitals,69
Wired and Wireless Telecommunications Carriers,64
Outpatient Care Centers,61
Other Personal Services,57
"Jewelry, Luggage, and Leather Goods Stores",54
Building Equipment Contractors,53
"Justice, Public Order, and Safety Activities",52
Printing and Related Support Activities,51
Couriers and Express Delivery Services,49
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,47
Bakeries and Tortilla Manufacturing,43
Junior Colleges,41
"Agencies, Brokerages, and Other Insurance Related Activities",40
Amusement Parks and Arcades,40
Support Activities for Road Transportation,38
"Electric Power Generation, Transmission and Distribution",35
Gambling Industries,34
Other Motor Vehicle Dealers,34
Waste Treatment and Disposal,33
Beverage Manufacturing,28
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",27
Shoe Stores,27
Individual and Family Services,27
Support Activities for Air Transportation,27
Motion Picture and Video Industries,26
"Executive, Legislative, and Other General Government Support",26
Drycleaning and Laundry Services,24
Automotive Equipment Rental and Leasing,20
Other Miscellaneous Manufacturing,20
Miscellaneous Durable Goods Merchant Wholesalers,20
Administration of Economic Programs,19
Specialized Freight Trucking,18
Drugs and Druggists' Sundries Merchant Wholesalers,16
Drinking Places (Alcoholic Beverages),15
Lumber and Other Construction Materials Merchant Wholesalers,15
Personal and Household Goods Repair and Maintenance,14
Other Financial Investment Activities,14
"Greenhouse, Nursery, and Floriculture Production",14
Social Advocacy Organizations,13
Postal Service,12
"Machinery, Equipment, and Supplies Merchant Wholesalers",12
Other Ambulatory Health Care Services,11
Taxi and Limousine Service,10
Technical and Trade Schools,9
Consumer Goods Rental,7
Death Care Services,7
Other Leather and Allied Product Manufacturing,6
RV (Recreational Vehicle) Parks and Recreational Camps,6
Travel Arrangement and Reservation Services,6
Employment Services,5
Commercial and Industrial Machinery and Equipment Rental and Leasing,5
Grocery and Related Product Merchant Wholesalers,5
"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",5
Offices of Real Estate Agents and Brokers,5
Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,5
Investigation and Security Services,5
