Restaurants and Other Eating Places,9611
"Museums, Historical Sites, and Similar Institutions",4557
Other Amusement and Recreation Industries,2650
"Sporting Goods, Hobby, and Musical Instrument Stores",1103
Traveler Accommodation,1058
Grocery Stores,823
Elementary and Secondary Schools,691
Child Day Care Services,674
Health and Personal Care Stores,583
Other Miscellaneous Store Retailers,529
Gasoline Stations,480
Lessors of Real Estate,392
Religious Organizations,351
Clothing Stores,321
"Office Supplies, Stationery, and Gift Stores",300
Support Activities for Air Transportation,298
Used Merchandise Stores,289
Building Material and Supplies Dealers,252
Specialty Food Stores,237
General Medical and Surgical Hospitals,228
Offices of Physicians,225
"Beer, Wine, and Liquor Stores",221
Amusement Parks and Arcades,219
"General Merchandise Stores, including Warehouse Clubs and Supercenters",213
Florists,212
Book Stores and News Dealers,204
"Colleges, Universities, and Professional Schools",193
Department Stores,182
Offices of Other Health Practitioners,154
Home Furnishings Stores,154
Electronics and Appliance Stores,138
Other Personal Services,133
Drinking Places (Alcoholic Beverages),123
Offices of Dentists,111
Furniture Stores,107
"Justice, Public Order, and Safety Activities",104
"Jewelry, Luggage, and Leather Goods Stores",88
Motion Picture and Video Industries,88
Building Equipment Contractors,82
Other Information Services,77
Personal Care Services,72
Automobile Dealers,65
Other Motor Vehicle Dealers,64
Other Schools and Instruction,58
Beverage Manufacturing,56
Spectator Sports,55
"Automotive Parts, Accessories, and Tire Stores",55
Home Health Care Services,53
Bakeries and Tortilla Manufacturing,52
Medical and Diagnostic Laboratories,50
Services to Buildings and Dwellings,46
Printing and Related Support Activities,45
Drycleaning and Laundry Services,45
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",44
Waste Treatment and Disposal,38
"Other Professional, Scientific, and Technical Services",36
Individual and Family Services,33
Junior Colleges,32
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,32
Automotive Repair and Maintenance,31
Depository Credit Intermediation,30
"Agencies, Brokerages, and Other Insurance Related Activities",29
Gambling Industries,27
Offices of Real Estate Agents and Brokers,25
Couriers and Express Delivery Services,25
Rail Transportation,23
Shoe Stores,22
"Executive, Legislative, and Other General Government Support",21
Postal Service,20
Other Ambulatory Health Care Services,18
Other Miscellaneous Manufacturing,18
"Machinery, Equipment, and Supplies Merchant Wholesalers",17
National Security and International Affairs,15
Grocery and Related Product Merchant Wholesalers,14
Lumber and Other Construction Materials Merchant Wholesalers,12
RV (Recreational Vehicle) Parks and Recreational Camps,11
Support Activities for Road Transportation,11
Consumer Goods Rental,10
Psychiatric and Substance Abuse Hospitals,10
Technical and Trade Schools,8
Motor Vehicle Manufacturing,7
Miscellaneous Durable Goods Merchant Wholesalers,7
Administration of Economic Programs,7
Petroleum and Petroleum Products Merchant Wholesalers,6
Wired and Wireless Telecommunications Carriers,6
Death Care Services,5
Personal and Household Goods Repair and Maintenance,5
Other Financial Investment Activities,5
Taxi and Limousine Service,5
Outpatient Care Centers,5
Travel Arrangement and Reservation Services,5
Commercial and Industrial Machinery and Equipment Rental and Leasing,5
Clay Product and Refractory Manufacturing,5
Automotive Equipment Rental and Leasing,5
