Restaurants and Other Eating Places,6193
Lessors of Real Estate,1932
Gasoline Stations,1703
Grocery Stores,1583
"General Merchandise Stores, including Warehouse Clubs and Supercenters",1513
Other Amusement and Recreation Industries,716
Health and Personal Care Stores,620
Elementary and Secondary Schools,566
Religious Organizations,448
Building Material and Supplies Dealers,448
Automotive Repair and Maintenance,397
"Sporting Goods, Hobby, and Musical Instrument Stores",392
Traveler Accommodation,387
Depository Credit Intermediation,378
"Automotive Parts, Accessories, and Tire Stores",377
Offices of Physicians,354
Other Miscellaneous Store Retailers,320
Child Day Care Services,282
Automobile Dealers,231
Electronics and Appliance Stores,187
"Museums, Historical Sites, and Similar Institutions",161
Offices of Other Health Practitioners,161
Department Stores,158
Clothing Stores,158
Personal Care Services,154
"Beer, Wine, and Liquor Stores",149
Offices of Dentists,146
Used Merchandise Stores,135
"Office Supplies, Stationery, and Gift Stores",121
Furniture Stores,111
Home Health Care Services,92
"Agencies, Brokerages, and Other Insurance Related Activities",86
Home Furnishings Stores,76
Outpatient Care Centers,75
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,73
Postal Service,72
Florists,72
"Justice, Public Order, and Safety Activities",67
Drinking Places (Alcoholic Beverages),62
General Medical and Surgical Hospitals,61
"Colleges, Universities, and Professional Schools",58
"Jewelry, Luggage, and Leather Goods Stores",57
Services to Buildings and Dwellings,56
Personal and Household Goods Repair and Maintenance,52
Other Motor Vehicle Dealers,50
Wired and Wireless Telecommunications Carriers,47
Support Activities for Road Transportation,43
Medical and Diagnostic Laboratories,42
Other Personal Services,39
"Other Professional, Scientific, and Technical Services",38
Nondepository Credit Intermediation,37
Building Equipment Contractors,36
Bakeries and Tortilla Manufacturing,30
Junior Colleges,27
Specialty Food Stores,27
Shoe Stores,26
Lumber and Other Construction Materials Merchant Wholesalers,25
Other Information Services,24
Motion Picture and Video Industries,23
Automotive Equipment Rental and Leasing,22
Commercial and Industrial Machinery and Equipment Rental and Leasing,22
Other Schools and Instruction,22
"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",21
Other Miscellaneous Manufacturing,18
Administration of Economic Programs,18
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",18
Book Stores and News Dealers,16
Other Financial Investment Activities,15
Miscellaneous Durable Goods Merchant Wholesalers,15
Support Activities for Air Transportation,15
Employment Services,15
Other Leather and Allied Product Manufacturing,14
Travel Arrangement and Reservation Services,14
Technical and Trade Schools,13
Individual and Family Services,13
Couriers and Express Delivery Services,11
Consumer Goods Rental,11
"Machinery, Equipment, and Supplies Merchant Wholesalers",10
Beverage Manufacturing,10
"Executive, Legislative, and Other General Government Support",10
Drycleaning and Laundry Services,10
General Rental Centers,8
Activities Related to Credit Intermediation,7
"Promoters of Performing Arts, Sports, and Similar Events",6
Grocery and Related Product Merchant Wholesalers,6
Spectator Sports,6
Offices of Real Estate Agents and Brokers,6
Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,5
Printing and Related Support Activities,5
Other Ambulatory Health Care Services,5
Other Food Manufacturing,5
Amusement Parks and Arcades,5
