"Museums, Historical Sites, and Similar Institutions",1851
Restaurants and Other Eating Places,1570
Gasoline Stations,1487
Religious Organizations,594
Grocery Stores,565
"Automotive Parts, Accessories, and Tire Stores",352
"General Merchandise Stores, including Warehouse Clubs and Supercenters",347
Elementary and Secondary Schools,259
"Beer, Wine, and Liquor Stores",243
Health and Personal Care Stores,231
Other Amusement and Recreation Industries,201
Lessors of Real Estate,165
Support Activities for Air Transportation,134
Offices of Physicians,119
Automotive Repair and Maintenance,116
Personal Care Services,115
Electronics and Appliance Stores,114
Home Health Care Services,106
General Medical and Surgical Hospitals,91
Child Day Care Services,80
Clothing Stores,80
Building Material and Supplies Dealers,78
Traveler Accommodation,73
Automobile Dealers,73
Offices of Other Health Practitioners,67
Depository Credit Intermediation,65
Wired and Wireless Telecommunications Carriers,62
"Colleges, Universities, and Professional Schools",47
Other Miscellaneous Store Retailers,43
Florists,42
Specialty Food Stores,36
Offices of Dentists,36
"Sporting Goods, Hobby, and Musical Instrument Stores",34
Used Merchandise Stores,33
Furniture Stores,29
Drugs and Druggists' Sundries Merchant Wholesalers,27
Support Activities for Road Transportation,26
Outpatient Care Centers,24
"Justice, Public Order, and Safety Activities",24
Drinking Places (Alcoholic Beverages),21
Book Stores and News Dealers,21
Other Miscellaneous Manufacturing,21
Shoe Stores,18
Bakeries and Tortilla Manufacturing,16
"Executive, Legislative, and Other General Government Support",15
Services to Buildings and Dwellings,15
Amusement Parks and Arcades,14
Nondepository Credit Intermediation,12
Automotive Equipment Rental and Leasing,12
Other Personal Services,12
"Other Professional, Scientific, and Technical Services",11
"Promoters of Performing Arts, Sports, and Similar Events",11
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",11
Postal Service,10
Other Information Services,10
Waste Treatment and Disposal,7
"Community Food and Housing, and Emergency and Other Relief Services",7
Miscellaneous Durable Goods Merchant Wholesalers,7
Specialized Freight Trucking,6
Activities Related to Credit Intermediation,6
Beverage Manufacturing,6
Gambling Industries,6
Lumber and Other Construction Materials Merchant Wholesalers,6
Motion Picture and Video Industries,6
Medical and Diagnostic Laboratories,5
Department Stores,5
Commercial and Industrial Machinery and Equipment Rental and Leasing,5
"Office Supplies, Stationery, and Gift Stores",5
Other Financial Investment Activities,5
Other Motor Vehicle Dealers,5
