Restaurants and Other Eating Places,4583
Lessors of Real Estate,4246
"Museums, Historical Sites, and Similar Institutions",2597
Elementary and Secondary Schools,2513
Other Amusement and Recreation Industries,2037
Grocery Stores,1806
Gasoline Stations,1608
"General Merchandise Stores, including Warehouse Clubs and Supercenters",732
Health and Personal Care Stores,630
Other Miscellaneous Store Retailers,435
Child Day Care Services,428
Depository Credit Intermediation,404
Building Material and Supplies Dealers,380
"Sporting Goods, Hobby, and Musical Instrument Stores",348
Department Stores,346
Religious Organizations,316
"Colleges, Universities, and Professional Schools",251
"Beer, Wine, and Liquor Stores",236
Electronics and Appliance Stores,225
Traveler Accommodation,213
Services to Buildings and Dwellings,206
Automotive Repair and Maintenance,137
"Office Supplies, Stationery, and Gift Stores",126
Furniture Stores,118
General Medical and Surgical Hospitals,106
"Automotive Parts, Accessories, and Tire Stores",103
Offices of Other Health Practitioners,98
Used Merchandise Stores,94
Support Activities for Air Transportation,91
Other Information Services,89
Clothing Stores,82
Personal Care Services,65
Offices of Dentists,57
Offices of Physicians,53
"Agencies, Brokerages, and Other Insurance Related Activities",45
"Jewelry, Luggage, and Leather Goods Stores",45
Florists,40
Home Furnishings Stores,40
Waste Treatment and Disposal,39
Other Motor Vehicle Dealers,37
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,37
Automobile Dealers,35
Other Personal Services,35
"Other Professional, Scientific, and Technical Services",33
Postal Service,33
Spectator Sports,33
Drinking Places (Alcoholic Beverages),30
Specialty Food Stores,30
Consumer Goods Rental,26
Motion Picture and Video Industries,26
Employment Services,23
Outpatient Care Centers,22
Beverage Manufacturing,22
Building Equipment Contractors,17
Junior Colleges,16
Automotive Equipment Rental and Leasing,15
Bakeries and Tortilla Manufacturing,14
Book Stores and News Dealers,14
Nursing Care Facilities (Skilled Nursing Facilities),13
Specialized Freight Trucking,13
Chemical and Allied Products Merchant Wholesalers,12
Other Financial Investment Activities,12
Support Activities for Road Transportation,12
Technical and Trade Schools,12
Offices of Real Estate Agents and Brokers,12
Individual and Family Services,12
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",12
