Restaurants and Other Eating Places,566
"Museums, Historical Sites, and Similar Institutions",289
Gasoline Stations,192
Religious Organizations,116
Grocery Stores,113
Elementary and Secondary Schools,112
"General Merchandise Stores, including Warehouse Clubs and Supercenters",79
Other Amusement and Recreation Industries,71
Health and Personal Care Stores,58
"Beer, Wine, and Liquor Stores",55
Child Day Care Services,53
Offices of Physicians,47
Electronics and Appliance Stores,42
Traveler Accommodation,38
Automotive Repair and Maintenance,34
Clothing Stores,33
"Automotive Parts, Accessories, and Tire Stores",32
"Sporting Goods, Hobby, and Musical Instrument Stores",30
Personal Care Services,29
Lessors of Real Estate,28
Automobile Dealers,24
Depository Credit Intermediation,24
Other Miscellaneous Store Retailers,22
Building Material and Supplies Dealers,20
"Colleges, Universities, and Professional Schools",19
Offices of Other Health Practitioners,15
Specialty Food Stores,14
Florists,13
Home Health Care Services,12
Furniture Stores,12
General Medical and Surgical Hospitals,12
Drinking Places (Alcoholic Beverages),11
"Justice, Public Order, and Safety Activities",11
Wired and Wireless Telecommunications Carriers,10
Used Merchandise Stores,9
Outpatient Care Centers,8
Book Stores and News Dealers,8
Postal Service,8
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",7
Offices of Dentists,7
Bakeries and Tortilla Manufacturing,7
"Office Supplies, Stationery, and Gift Stores",7
Drugs and Druggists' Sundries Merchant Wholesalers,6
Other Personal Services,5
Shoe Stores,5
Beverage Manufacturing,5
"Executive, Legislative, and Other General Government Support",5
"Jewelry, Luggage, and Leather Goods Stores",5
Amusement Parks and Arcades,4
Motion Picture and Video Industries,4
Other Schools and Instruction,4
Other Information Services,4
Services to Buildings and Dwellings,4
Support Activities for Road Transportation,4
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,4
Spectator Sports,3
Lumber and Other Construction Materials Merchant Wholesalers,3
"Other Professional, Scientific, and Technical Services",3
Automotive Equipment Rental and Leasing,3
Support Activities for Air Transportation,3
Other Miscellaneous Manufacturing,2
Gambling Industries,2
Department Stores,2
Waste Treatment and Disposal,2
Home Furnishings Stores,2
Technical and Trade Schools,2
Individual and Family Services,2
Other Financial Investment Activities,2
Junior Colleges,2
Cable and Other Subscription Programming,2
"Promoters of Performing Arts, Sports, and Similar Events",1
nan,1
Commercial and Industrial Machinery and Equipment Rental and Leasing,1
Offices of Real Estate Agents and Brokers,1
Travel Arrangement and Reservation Services,1
nan,1
Psychiatric and Substance Abuse Hospitals,1
Other Motor Vehicle Dealers,1
Interurban and Rural Bus Transportation,1
nan,1
"Electric Power Generation, Transmission and Distribution",1
Specialized Freight Trucking,1
Nondepository Credit Intermediation,1
Administration of Economic Programs,1
nan,1
"Community Food and Housing, and Emergency and Other Relief Services",1
"Agencies, Brokerages, and Other Insurance Related Activities",1
nan,1
RV (Recreational Vehicle) Parks and Recreational Camps,1
