Restaurants and Other Eating Places,27149
"Museums, Historical Sites, and Similar Institutions",14500
Other Amusement and Recreation Industries,6027
Elementary and Secondary Schools,5249
Grocery Stores,4622
Religious Organizations,3558
Gasoline Stations,2728
Health and Personal Care Stores,2473
"Sporting Goods, Hobby, and Musical Instrument Stores",2294
"General Merchandise Stores, including Warehouse Clubs and Supercenters",2003
Lessors of Real Estate,1883
Child Day Care Services,1723
Other Miscellaneous Store Retailers,1627
Traveler Accommodation,1345
Offices of Physicians,1337
Clothing Stores,1197
Building Material and Supplies Dealers,1116
Florists,988
"Automotive Parts, Accessories, and Tire Stores",872
"Beer, Wine, and Liquor Stores",855
Electronics and Appliance Stores,855
"Office Supplies, Stationery, and Gift Stores",833
Personal Care Services,831
"Colleges, Universities, and Professional Schools",799
Automotive Repair and Maintenance,780
Used Merchandise Stores,740
Offices of Other Health Practitioners,696
Home Health Care Services,606
Department Stores,542
Depository Credit Intermediation,503
Other Information Services,499
Automobile Dealers,498
Specialty Food Stores,495
Support Activities for Air Transportation,466
Furniture Stores,446
Book Stores and News Dealers,432
Drinking Places (Alcoholic Beverages),417
Offices of Dentists,360
Services to Buildings and Dwellings,282
Other Personal Services,282
"Justice, Public Order, and Safety Activities",275
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,275
"Jewelry, Luggage, and Leather Goods Stores",270
General Medical and Surgical Hospitals,269
Bakeries and Tortilla Manufacturing,255
Wired and Wireless Telecommunications Carriers,248
"Other Professional, Scientific, and Technical Services",210
Shoe Stores,197
Individual and Family Services,187
Home Furnishings Stores,184
Other Schools and Instruction,171
Spectator Sports,170
"Agencies, Brokerages, and Other Insurance Related Activities",162
Outpatient Care Centers,144
Building Equipment Contractors,133
Postal Service,132
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",127
Motion Picture and Video Industries,120
Other Motor Vehicle Dealers,116
Other Financial Investment Activities,113
Other Miscellaneous Manufacturing,107
Beverage Manufacturing,103
Drycleaning and Laundry Services,97
Offices of Real Estate Agents and Brokers,93
Amusement Parks and Arcades,88
"Executive, Legislative, and Other General Government Support",79
Waste Treatment and Disposal,74
Automotive Equipment Rental and Leasing,73
Junior Colleges,65
Death Care Services,63
Couriers and Express Delivery Services,63
Support Activities for Road Transportation,62
Consumer Goods Rental,62
Rail Transportation,61
Printing and Related Support Activities,55
Medical and Diagnostic Laboratories,43
Travel Arrangement and Reservation Services,31
Administration of Economic Programs,31
Lumber and Other Construction Materials Merchant Wholesalers,30
Commercial and Industrial Machinery and Equipment Rental and Leasing,27
Specialty (except Psychiatric and Substance Abuse) Hospitals,26
"Machinery, Equipment, and Supplies Merchant Wholesalers",26
Drugs and Druggists' Sundries Merchant Wholesalers,24
Social Advocacy Organizations,22
Specialized Freight Trucking,19
Personal and Household Goods Repair and Maintenance,18
Gambling Industries,17
Other Transit and Ground Passenger Transportation,17
Technical and Trade Schools,17
Nondepository Credit Intermediation,17
RV (Recreational Vehicle) Parks and Recreational Camps,16
Nursing Care Facilities (Skilled Nursing Facilities),16
Cable and Other Subscription Programming,14
"Electric Power Generation, Transmission and Distribution",14
Employment Services,14
Interurban and Rural Bus Transportation,14
Warehousing and Storage,12
"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",12
Other Ambulatory Health Care Services,12
Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,9
Motor Vehicle Manufacturing,9
Architectural and Structural Metals Manufacturing,8
Building Finishing Contractors,7
Psychiatric and Substance Abuse Hospitals,7
National Security and International Affairs,7
"Apparel, Piece Goods, and Notions Merchant Wholesalers",6
Grantmaking and Giving Services,5
Residential Building Construction,5
Other Leather and Allied Product Manufacturing,5
Hardware Manufacturing,5
Miscellaneous Durable Goods Merchant Wholesalers,5
