Restaurants and Other Eating Places,10359
"Museums, Historical Sites, and Similar Institutions",10198
Grocery Stores,2602
Other Amusement and Recreation Industries,2243
Elementary and Secondary Schools,1583
Gasoline Stations,1481
Religious Organizations,1433
Health and Personal Care Stores,1318
"General Merchandise Stores, including Warehouse Clubs and Supercenters",1179
Lessors of Real Estate,1142
"Sporting Goods, Hobby, and Musical Instrument Stores",999
Child Day Care Services,724
Other Miscellaneous Store Retailers,705
Building Material and Supplies Dealers,579
Offices of Physicians,569
Traveler Accommodation,542
"Automotive Parts, Accessories, and Tire Stores",536
Florists,453
"Beer, Wine, and Liquor Stores",448
Automotive Repair and Maintenance,436
Clothing Stores,429
Electronics and Appliance Stores,371
Department Stores,354
Used Merchandise Stores,335
"Office Supplies, Stationery, and Gift Stores",314
Personal Care Services,309
Home Health Care Services,304
Offices of Other Health Practitioners,294
Depository Credit Intermediation,261
Automobile Dealers,227
Support Activities for Air Transportation,220
Furniture Stores,213
General Medical and Surgical Hospitals,197
Bakeries and Tortilla Manufacturing,177
"Justice, Public Order, and Safety Activities",157
Specialty Food Stores,152
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,145
"Colleges, Universities, and Professional Schools",137
Offices of Dentists,129
Other Personal Services,126
Drinking Places (Alcoholic Beverages),125
Services to Buildings and Dwellings,119
Book Stores and News Dealers,110
Outpatient Care Centers,91
Wired and Wireless Telecommunications Carriers,90
"Jewelry, Luggage, and Leather Goods Stores",86
Other Schools and Instruction,80
"Other Professional, Scientific, and Technical Services",74
Postal Service,70
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",69
Home Furnishings Stores,63
Shoe Stores,61
Drycleaning and Laundry Services,61
Building Equipment Contractors,61
Individual and Family Services,60
Couriers and Express Delivery Services,59
Support Activities for Road Transportation,54
Medical and Diagnostic Laboratories,46
"Agencies, Brokerages, and Other Insurance Related Activities",45
Waste Treatment and Disposal,43
Other Information Services,43
Other Motor Vehicle Dealers,36
"Executive, Legislative, and Other General Government Support",33
Rail Transportation,30
Other Miscellaneous Manufacturing,29
Other Financial Investment Activities,28
Amusement Parks and Arcades,28
Consumer Goods Rental,28
Automotive Equipment Rental and Leasing,27
Junior Colleges,25
Death Care Services,25
Spectator Sports,24
Other Transit and Ground Passenger Transportation,23
Lumber and Other Construction Materials Merchant Wholesalers,23
Other Leather and Allied Product Manufacturing,22
Motion Picture and Video Industries,22
Beverage Manufacturing,22
Offices of Real Estate Agents and Brokers,20
"Machinery, Equipment, and Supplies Merchant Wholesalers",18
Nondepository Credit Intermediation,15
"Electric Power Generation, Transmission and Distribution",13
Nursing Care Facilities (Skilled Nursing Facilities),13
Psychiatric and Substance Abuse Hospitals,13
Travel Arrangement and Reservation Services,12
Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,11
Commercial and Industrial Machinery and Equipment Rental and Leasing,10
Personal and Household Goods Repair and Maintenance,10
Cable and Other Subscription Programming,10
Printing and Related Support Activities,8
Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,7
Specialized Freight Trucking,7
Motor Vehicle Manufacturing,6
Architectural and Structural Metals Manufacturing,6
Activities Related to Credit Intermediation,6
Drugs and Druggists' Sundries Merchant Wholesalers,6
"Community Food and Housing, and Emergency and Other Relief Services",6
Gambling Industries,6
Specialty (except Psychiatric and Substance Abuse) Hospitals,5
Building Finishing Contractors,5
RV (Recreational Vehicle) Parks and Recreational Camps,5
Taxi and Limousine Service,5
Interurban and Rural Bus Transportation,5
Employment Services,5
