Restaurants and Other Eating Places,1029
"Museums, Historical Sites, and Similar Institutions",461
Grocery Stores,341
Other Amusement and Recreation Industries,241
Child Day Care Services,161
Health and Personal Care Stores,148
Elementary and Secondary Schools,146
Religious Organizations,131
Gasoline Stations,110
"General Merchandise Stores, including Warehouse Clubs and Supercenters",103
Offices of Physicians,85
Lessors of Real Estate,80
Automotive Repair and Maintenance,67
Personal Care Services,67
"Sporting Goods, Hobby, and Musical Instrument Stores",57
Traveler Accommodation,47
Building Material and Supplies Dealers,46
"Automotive Parts, Accessories, and Tire Stores",44
"Beer, Wine, and Liquor Stores",41
Automobile Dealers,35
Other Miscellaneous Store Retailers,34
Offices of Other Health Practitioners,33
Used Merchandise Stores,31
Offices of Dentists,30
Home Health Care Services,29
Clothing Stores,26
Florists,23
Specialty Food Stores,20
"Colleges, Universities, and Professional Schools",19
Depository Credit Intermediation,18
"Office Supplies, Stationery, and Gift Stores",18
General Medical and Surgical Hospitals,16
Furniture Stores,16
"Justice, Public Order, and Safety Activities",14
Electronics and Appliance Stores,14
Department Stores,13
Services to Buildings and Dwellings,13
"Agencies, Brokerages, and Other Insurance Related Activities",13
Book Stores and News Dealers,13
Other Information Services,12
Bakeries and Tortilla Manufacturing,11
Outpatient Care Centers,10
Support Activities for Road Transportation,10
Drinking Places (Alcoholic Beverages),9
Automotive Equipment Rental and Leasing,8
Individual and Family Services,8
Postal Service,8
Medical and Diagnostic Laboratories,8
Other Motor Vehicle Dealers,8
Amusement Parks and Arcades,7
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,7
Other Personal Services,7
Wired and Wireless Telecommunications Carriers,6
"Executive, Legislative, and Other General Government Support",6
Waste Treatment and Disposal,5
Lumber and Other Construction Materials Merchant Wholesalers,5
RV (Recreational Vehicle) Parks and Recreational Camps,5
Shoe Stores,5
Other Schools and Instruction,5
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",5
Junior Colleges,4
Beverage Manufacturing,4
Psychiatric and Substance Abuse Hospitals,4
"Other Professional, Scientific, and Technical Services",4
Home Furnishings Stores,4
"Jewelry, Luggage, and Leather Goods Stores",4
Consumer Goods Rental,3
Building Equipment Contractors,3
Gambling Industries,3
Motion Picture and Video Industries,3
Spectator Sports,3
Specialty (except Psychiatric and Substance Abuse) Hospitals,3
Couriers and Express Delivery Services,2
Support Activities for Air Transportation,2
Activities Related to Credit Intermediation,2
Nondepository Credit Intermediation,2
Drycleaning and Laundry Services,2
nan,1
Cable and Other Subscription Programming,1
General Rental Centers,1
Specialized Freight Trucking,1
Printing and Related Support Activities,1
Travel Arrangement and Reservation Services,1
nan,1
nan,1
Rail Transportation,1
nan,1
nan,1
Other Transit and Ground Passenger Transportation,1
Other Financial Investment Activities,1
nan,1
nan,1
nan,1
Commercial and Industrial Machinery and Equipment Rental and Leasing,1
Grantmaking and Giving Services,1
Technical and Trade Schools,1
nan,1
Other Ambulatory Health Care Services,1
Freight Transportation Arrangement,1
"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",1
