Restaurants and Other Eating Places,16001
"Museums, Historical Sites, and Similar Institutions",11902
Other Amusement and Recreation Industries,8758
Child Day Care Services,1744
Grocery Stores,1411
"Sporting Goods, Hobby, and Musical Instrument Stores",1357
Elementary and Secondary Schools,1113
Traveler Accommodation,1089
Health and Personal Care Stores,856
Support Activities for Air Transportation,619
Lessors of Real Estate,514
Other Miscellaneous Store Retailers,491
Book Stores and News Dealers,437
Used Merchandise Stores,422
"Colleges, Universities, and Professional Schools",421
"Office Supplies, Stationery, and Gift Stores",399
Offices of Physicians,387
Clothing Stores,363
"General Merchandise Stores, including Warehouse Clubs and Supercenters",269
Offices of Other Health Practitioners,261
Gasoline Stations,254
Florists,235
"Beer, Wine, and Liquor Stores",233
Specialty Food Stores,229
Building Material and Supplies Dealers,227
Offices of Dentists,226
Drinking Places (Alcoholic Beverages),215
Religious Organizations,160
General Medical and Surgical Hospitals,160
Electronics and Appliance Stores,145
Amusement Parks and Arcades,140
"Jewelry, Luggage, and Leather Goods Stores",135
Shoe Stores,123
Other Information Services,103
Bakeries and Tortilla Manufacturing,102
Other Personal Services,101
"Automotive Parts, Accessories, and Tire Stores",99
Department Stores,97
Printing and Related Support Activities,95
Spectator Sports,88
Automobile Dealers,88
"Executive, Legislative, and Other General Government Support",74
Motion Picture and Video Industries,64
Home Health Care Services,59
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,50
Postal Service,48
Other Schools and Instruction,44
Depository Credit Intermediation,42
Home Furnishings Stores,42
Other Miscellaneous Manufacturing,37
Travel Arrangement and Reservation Services,35
Personal Care Services,35
Support Activities for Road Transportation,33
Other Financial Investment Activities,31
Automotive Repair and Maintenance,30
Individual and Family Services,30
Furniture Stores,29
Gambling Industries,26
"Agencies, Brokerages, and Other Insurance Related Activities",24
Wired and Wireless Telecommunications Carriers,24
Other Motor Vehicle Dealers,22
Building Equipment Contractors,22
Beverage Manufacturing,22
Automotive Equipment Rental and Leasing,19
Junior Colleges,18
Outpatient Care Centers,13
"Greenhouse, Nursery, and Floriculture Production",12
Couriers and Express Delivery Services,12
Other Transit and Ground Passenger Transportation,11
"Other Professional, Scientific, and Technical Services",10
Medical and Diagnostic Laboratories,10
"Justice, Public Order, and Safety Activities",10
Drycleaning and Laundry Services,9
Other Leather and Allied Product Manufacturing,8
Consumer Goods Rental,8
