Lessors of Real Estate,7411
Restaurants and Other Eating Places,6307
Grocery Stores,2355
"General Merchandise Stores, including Warehouse Clubs and Supercenters",2324
Other Amusement and Recreation Industries,2180
Gasoline Stations,1884
"Museums, Historical Sites, and Similar Institutions",1495
Health and Personal Care Stores,1267
Elementary and Secondary Schools,909
Department Stores,765
"Sporting Goods, Hobby, and Musical Instrument Stores",563
Other Miscellaneous Store Retailers,499
"Colleges, Universities, and Professional Schools",468
Building Material and Supplies Dealers,356
Other Schools and Instruction,259
Traveler Accommodation,238
Religious Organizations,225
Used Merchandise Stores,224
Spectator Sports,216
Motion Picture and Video Industries,196
General Medical and Surgical Hospitals,196
"Office Supplies, Stationery, and Gift Stores",194
Child Day Care Services,163
Depository Credit Intermediation,160
Electronics and Appliance Stores,133
"Automotive Parts, Accessories, and Tire Stores",119
Junior Colleges,110
Offices of Physicians,105
Services to Buildings and Dwellings,103
Furniture Stores,97
Support Activities for Air Transportation,90
Drinking Places (Alcoholic Beverages),86
"Justice, Public Order, and Safety Activities",85
Amusement Parks and Arcades,82
Automotive Repair and Maintenance,71
Automobile Dealers,65
Book Stores and News Dealers,62
Printing and Related Support Activities,55
Clothing Stores,55
Other Financial Investment Activities,52
Personal Care Services,43
Other Personal Services,38
Offices of Other Health Practitioners,36
Specialty Food Stores,34
Florists,33
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,33
Couriers and Express Delivery Services,32
Shoe Stores,30
Home Health Care Services,30
Other Information Services,28
"Agencies, Brokerages, and Other Insurance Related Activities",26
Individual and Family Services,25
Automotive Equipment Rental and Leasing,18
Postal Service,16
Offices of Dentists,16
Home Furnishings Stores,16
"Executive, Legislative, and Other General Government Support",15
Bakeries and Tortilla Manufacturing,13
Administration of Economic Programs,13
"Other Professional, Scientific, and Technical Services",12
Offices of Real Estate Agents and Brokers,12
Medical and Diagnostic Laboratories,12
"Beer, Wine, and Liquor Stores",12
