Lessors of Real Estate,4521
Restaurants and Other Eating Places,2309
"General Merchandise Stores, including Warehouse Clubs and Supercenters",1966
Grocery Stores,1718
Gasoline Stations,1037
Health and Personal Care Stores,872
Other Amusement and Recreation Industries,759
"Museums, Historical Sites, and Similar Institutions",633
Building Material and Supplies Dealers,550
"Sporting Goods, Hobby, and Musical Instrument Stores",434
Department Stores,374
Other Miscellaneous Store Retailers,292
General Medical and Surgical Hospitals,149
Used Merchandise Stores,83
"Office Supplies, Stationery, and Gift Stores",77
Traveler Accommodation,76
Depository Credit Intermediation,64
Automobile Dealers,56
Electronics and Appliance Stores,52
"Justice, Public Order, and Safety Activities",52
"Automotive Parts, Accessories, and Tire Stores",51
Automotive Repair and Maintenance,37
Personal Care Services,33
Support Activities for Air Transportation,31
"Beer, Wine, and Liquor Stores",30
Services to Buildings and Dwellings,30
Other Financial Investment Activities,28
Religious Organizations,27
Printing and Related Support Activities,25
Other Personal Services,23
Child Day Care Services,21
Shoe Stores,20
Other Motor Vehicle Dealers,18
Outpatient Care Centers,18
Offices of Other Health Practitioners,17
Elementary and Secondary Schools,17
Management of Companies and Enterprises,16
Junior Colleges,16
Specialty Food Stores,15
Drinking Places (Alcoholic Beverages),14
Offices of Physicians,13
