Restaurants and Other Eating Places,24616
"Museums, Historical Sites, and Similar Institutions",13435
Other Amusement and Recreation Industries,4371
Grocery Stores,2815
Gasoline Stations,2394
Elementary and Secondary Schools,2130
"Sporting Goods, Hobby, and Musical Instrument Stores",1861
Religious Organizations,1692
Child Day Care Services,1502
Clothing Stores,1477
Traveler Accommodation,1449
Health and Personal Care Stores,1362
Lessors of Real Estate,1338
Other Miscellaneous Store Retailers,1313
Other Information Services,992
Offices of Physicians,987
"General Merchandise Stores, including Warehouse Clubs and Supercenters",844
Used Merchandise Stores,841
"Colleges, Universities, and Professional Schools",750
Offices of Other Health Practitioners,722
"Office Supplies, Stationery, and Gift Stores",699
"Automotive Parts, Accessories, and Tire Stores",694
Building Material and Supplies Dealers,647
Florists,630
Electronics and Appliance Stores,594
Automotive Repair and Maintenance,573
Specialty Food Stores,536
Automobile Dealers,500
Personal Care Services,496
Support Activities for Air Transportation,483
Motion Picture and Video Industries,425
"Beer, Wine, and Liquor Stores",406
Depository Credit Intermediation,389
Book Stores and News Dealers,363
Home Health Care Services,355
Department Stores,329
Furniture Stores,313
General Medical and Surgical Hospitals,306
Other Personal Services,303
"Jewelry, Luggage, and Leather Goods Stores",298
Offices of Dentists,251
Spectator Sports,244
Services to Buildings and Dwellings,237
Shoe Stores,204
Automotive Equipment Rental and Leasing,199
Other Schools and Instruction,193
Other Motor Vehicle Dealers,188
"Justice, Public Order, and Safety Activities",184
Drinking Places (Alcoholic Beverages),174
"Agencies, Brokerages, and Other Insurance Related Activities",172
Bakeries and Tortilla Manufacturing,171
Home Furnishings Stores,169
Other Miscellaneous Manufacturing,148
Building Equipment Contractors,143
Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,132
"Other Professional, Scientific, and Technical Services",127
Wired and Wireless Telecommunications Carriers,116
Other Financial Investment Activities,115
"Executive, Legislative, and Other General Government Support",115
Drycleaning and Laundry Services,112
Technical and Trade Schools,111
Couriers and Express Delivery Services,99
Medical and Diagnostic Laboratories,99
Support Activities for Road Transportation,85
Amusement Parks and Arcades,81
Outpatient Care Centers,74
Junior Colleges,72
Printing and Related Support Activities,71
Rail Transportation,61
Individual and Family Services,61
RV (Recreational Vehicle) Parks and Recreational Camps,59
Drugs and Druggists' Sundries Merchant Wholesalers,56
Beverage Manufacturing,54
"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",53
Waste Treatment and Disposal,52
Travel Arrangement and Reservation Services,48
Gambling Industries,44
Lumber and Other Construction Materials Merchant Wholesalers,43
Nondepository Credit Intermediation,43
Offices of Real Estate Agents and Brokers,39
National Security and International Affairs,31
"Machinery, Equipment, and Supplies Merchant Wholesalers",31
Personal and Household Goods Repair and Maintenance,28
Administration of Economic Programs,28
Consumer Goods Rental,27
"Electric Power Generation, Transmission and Distribution",27
"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",27
Postal Service,18
Grocery and Related Product Merchant Wholesalers,17
Taxi and Limousine Service,14
Specialized Freight Trucking,13
Activities Related to Credit Intermediation,12
Other Leather and Allied Product Manufacturing,12
Warehousing and Storage,11
Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,7
Grantmaking and Giving Services,6
Special Food Services,5
Insurance Carriers,5
Interurban and Rural Bus Transportation,5
Death Care Services,5
Miscellaneous Durable Goods Merchant Wholesalers,5
Professional and Commercial Equipment and Supplies Merchant Wholesalers,5
